"Token", "Item Name", "Description", "Category", "SKU", "Variation Name", "Price", "Enabled Fraser Highland Shoppe", "Current Quantity Fraser Highland Shoppe", "New Quantity Fraser Highland Shoppe", "Stock Alert Enabled Fraser Highland Shoppe", "Stock Alert Count Fraser Highland Shoppe", "Price Fraser Highland Shoppe", "Enabled DEVEL", "Current Quantity DEVEL", "New Quantity DEVEL", "Stock Alert Enabled DEVEL", "Stock Alert Count DEVEL", "Price DEVEL", "Tax - GST (5%)"
,"**Dunbar P1 Bagpipes Ready to Play   Special Order","Dunbar P1 Bagpipes - Antique Style. 

The Dunbar P1 bagpipes are made from Delrin (poly). These pipes are plain finished with button mounts. The top of the drones have a chalice top finish. The pipes come with a Canmore zippered synthetic bag, synthetic drone reeds, pipe cover, and silk cords. The chanter reed is a cane reed. These pipes are fully set up and ready to go.

These are Special Order.  ",Bagpipes,bp-dunbar_p1,Regular,1000.00,Y,0,0,Y,0,,N,,,,,,Y
,"**Dunbar P2 Bagpipes Ready to Play   Special Order","Dunbar P2 Bagpipes - Half Imitation. 

The Dunbar P2 bagpipes are made from Delrin (poly). These pipes are half imitation, that means that they have imitation ivory projecting mounts, ring caps with nickle ferrules. They are fully combed and beaded. 

The pipes come with a Canmore zippered synthetic bag, synthetic drone reeds, pipe cover, and silk cords. The chanter reed is a cane reed. These pipes are fully set up and ready to go.

These are Special Order.  ",Bagpipes,bp-dunbar_p2,Regular,1300.00,Y,0,0,Y,0,,N,,,,,,Y
,"**Dunbar P3 Bagpipes Ready to Play   Special Order","Dunbar P3 Bagpipes - Full Imitation. 

The Dunbar P3 bagpipes are made from Delrin (poly). These pipes are full imitation, that means that they have imitation ivory projecting mounts, ring caps and ferrules. They are fully combed and beaded. 

The pipes come with a Canmore zippered synthetic bag, synthetic drone reeds, pipe cover, and silk cords. The chanter reed is a cane reed. These pipes are fully set up and ready to go.

These are Special Order.  ",Bagpipes,bp-dunbar_p3,Regular,1300.00,Y,0,0,Y,0,,N,,,,,,Y
,"**Pipers&#039; Choice - Basic Model Ready to Play  Special Order","Pipers&#039; Choice Basic Model

The Pipers&#039; Choice Basic Model Highland Bagpipes offer you a great set of bagpipes at an affordable price. 

The pipes are made from Delrin. The projecting mounts and ferrules are black, and drones are combed. 

The pipes come with a synthetic bag, with synthetic drone reeds, pipe cover, and cords. The chanter reed is a cane reed. 

These pipes are fully set up and ready to go. 

Special Order",Bagpipes,BP-pc-basic-r2p,Regular,787.50,Y,0,0,Y,0,,N,,,,,,Y
,"**Pipers&#039; Choice - Full Imitation Ready to Play  Special Order","The Pipers&#039; Choice - Full Imitation 

These Pipes offer you a great set of Highland Bagpipes at an affordable price. 

The pipes are made from Delrin. They have imitation ivory projecting mounts and ferrules. 

The pipes come with a synthetic bag, with synthetic drone reeds, pipe cover, and cords. The chanter reed is a cane reed. 

These pipes are fully set up and ready to go. 

Special Order",Bagpipes,BP-pc-full-r2p,Regular,840.00,Y,0,0,Y,0,,N,,,,,,Y
,"**Pipers&#039; Choice - Half Imitation Ready to Play  Special Order","The Pipers&#039; Choice - Half Imitation 

These Pipes offer you a great set of Highland Bagpipes at an affordable price. 

The pipes are made from Delrin. They have imitation ivory projecting mounts and beaded nickle ferrules. 

The pipes come with a synthetic bag, with synthetic drone reeds, pipe cover, and cords. The chanter reed is a cane reed. 

These pipes are fully set up and ready to go. 

Special Order",Bagpipes,BP-pc-half-r2p,Regular,840.00,Y,0,0,Y,0,,N,,,,,,Y
,"**Shepherd S/1 Bagpipes Ready to Play   Special Order","These bagpipes are made from African Blackwood with a poly chanter.

These pipes have imitation ivory projecting mounts with nickle ferrules. They are fully combed.


This item is for the ""sticks"" (stocks, drones, chanter, blowstick) PLUS SM90 drone reeds, Canmore bag, Shepherd Tone Enhancers and Velvet bag cover and wool Cords.

These are Special Order.  The price is based upon a 1CAD = .58GBP.  As the exchange rate fluctuates, the final price shall also.",Bagpipes,Shepherd_S1,Regular,1732.50,Y,0,0,Y,0,,N,,,,,,Y
,"**Shepherd S/2 Bagpipes Ready to Play    Special Order","These bagpipes are made from African Blackwood with a poly chanter.

These pipes have imitation ivory projecting mounts with nickle ferrules. They are fully combed.


This item is for the ""sticks"" (stocks, drones, chanter, blowstick) PLUS SM90 drone reeds, Canmore bag, Shepherd Tone Enhancers and Velvet bag cover and wool Cords.

These are Special Order.  The price is based upon a 1CAD = .58GBP.  As the exchange rate fluctuates, the final price shall also.",Bagpipes,Shepherd_S2,Regular,1800.00,Y,0,0,Y,0,,N,,,,,,Y
,"**Shepherd S/3 Bagpipes Ready to Play    Special Order","These bagpipes are made from African Blackwood with a poly chanter.

These pipes have full imitation ivory projecting mounts and ferrules. They are fully combed.

This item is for the ""sticks"" (stocks, drones, chanter, blowstick) PLUS SM90 drone reeds, Canmore bag, Shepherd Tone Enhancers and Velvet bag cover and wool Cords.

These are Special Order.  The price is based upon a 1CAD = .58GBP.  As the exchange rate fluctuates, the final price shall also.",Bagpipes,Shepherd_S3,Regular,1800.00,Y,0,0,Y,0,,N,,,,,,Y
,"**Shepherd S/B Bagpipes Ready to Play    Special Order","These bagpipes are made from African Blackwood with a poly chanter.

These pipes have imitation ivory projecting mounts with nickle ferrules. They are Plainly turned.


This item is for the ""sticks"" (stocks, drones, chanter, blowstick) PLUS SM90 drone reeds, Canmore bag, Shepherd Tone Enhancers and Velvet bag cover and wool Cords.

These are Special Order.  The price is based upon a 1CAD = .58GBP.  As the exchange rate fluctuates, the final price shall also.",Bagpipes,Shepherd_SB,Regular,1642.50,Y,0,0,Y,0,,N,,,,,,Y
,"Bagpipe Maintenance","Performing maintenance on a client&#039;s bagpipes.",Bagpipes,bp-maint,Regular,40.00,Y,0,0,Y,0,,N,,,,,,Y
,"Bagpipe Maintenance - Bag","The bags of the bagpipes require some regular maintenance.  A synthetic bag needs to have joints checked, moisture control checked.  Leather bags need to be seasoned, have joints checked.

Bag maintenance is billed per hour.",Bagpipes,BP-Maintenance-Bag,Regular,40.00,Y,0,0,Y,0,,N,,,,,,Y
,"Bagpipe Maintenance - Oiling Bores, surfaces","Blackwood requires regular maintenance including the oiling of the inner and outer surfaces.",Bagpipes,BP-Maintenance-Oilin,Regular,40.00,Y,0,0,Y,0,,N,,,,,,Y
,"Bagpipe Maintenance - Rehemp","Rehemping of a tuning pin, or stock.

Price includes labour and materials.",Bagpipes,BP-Maintenance-Hemp,Regular,20.00,Y,0,0,Y,0,,N,,,,,,Y
,"Bagpipes McCallum Blackwood Chanter UPGRADE","The McCallum blackwood chanter to be purchased with a set of McCallum bagpipes.  

This is an UPGRADE option for bagpipes.  This is not a stand alone retail option",Bagpipes,BP-McC-CB-UPGRADE,Regular,150.00,Y,0,0,Y,0,,N,,,,,,Y
,"Kitchen Pipes","Kitchen Pipes - The ultimate in piping fun! This versatile economical instrument can be used for practicing on your own, playing at parties, or just plain Piping Fun!

This set of Kitchen Pipes is a fine musical instrument with a rich sound. While not as loud as the Highland bagpipes, they have a firm and dignified presence. They are constructed of Delrin and come with a synthetic pipe bag and bag cover. There is a water trap built into the blowpipe. The reeds are a regular practice chanter reed, which are used in the drones and chanter. A long Pipers&#039; Choice practice chanter is used with this set. The top half of the practice chanter is used as the blowpipe, while the bottom is used as the chanter. This offers you two instruments in one, a great practice chanter, and a great set of small pipes. This set of pipes comes with a soft padded case.",Bagpipes,KP-pc-kitchenpipes,Regular,345.00,Y,1,1,Y,0,,N,,,,,,Y
,"McCallum C1 Plastic Chanter ","The McCallum chanter.  

Prices are based upon exchange rate of 1GBP=1.62CAD.  As the exchange rate fluctuates the price may as well.",Bagpipes,MCC1_Pipe_Chanter_po,Regular,187.50,Y,0,0,Y,0,,N,,,,,,Y
,"McCallum MCC2 Blackwood Chanter ","The McCallum Blackwood chanter.  

Prices are based upon exchange rate of 1GBP=1.62CAD.  As the exchange rate fluctuates the price may as well.",Bagpipes,MCC2_Pipe_Chanter_bw,Regular,427.50,Y,0,0,Y,0,,N,,,,,,Y
,"McCallum MCC2 Plastic Chanter ","The McCallum chanter.  

Prices are based upon exchange rate of 1GBP=1.62CAD.  As the exchange rate fluctuates the price may as well.",Bagpipes,MCC2_Pipe_Chanter,Regular,225.00,Y,0,0,Y,0,,N,,,,,,Y
,"R. G. Hardie African Blackwood Chanter (Used)","R.G. Hardie ABW chanter with modern sole.",Bagpipes,RGHardie_ABW_used,Regular,225.00,Y,1,1,Y,0,,N,,,,,,Y
,"Shepherd African Blackwood chanter","African Blackwood chanter without sole.

Prices are based upon exchange rate of 1GBP=1.62CAD.  As the exchange rate fluctuates the price may as well.",Bagpipes,Shepherd_ABW,Regular,350.00,Y,0,0,Y,0,,N,,,,,,Y
,"Shepherd African Blackwood chanter Imitation Ivory Sole","African Blackwood chanter with an imitation ivory sole.

Prices are based upon exchange rate of 1GBP=1.62CAD.  As the exchange rate fluctuates the price may as well.",Bagpipes,Shepherd_ABW_Ivory,Regular,380.00,Y,0,0,Y,0,,N,,,,,,Y
,"Shepherd Classic Chanter 480 (Poly)","Classic 480 Poly chanter without sole.

Prices are based upon exchange rate of 1GBP=1.62CAD.  As the exchange rate fluctuates the price may as well.",Bagpipes,Shepherd_Cl_480,Regular,250.00,Y,0,0,Y,0,,N,,,,,,Y
,"Shepherd Classic Chanter Mk3 (Poly)","Classic Mk3 Poly chanter without sole.

Prices are based upon exchange rate of 1GBP=1.62CAD.  As the exchange rate fluctuates the price may as well.",Bagpipes,Shepherd_Cl_mk3,Regular,250.00,Y,0,0,Y,0,,N,,,,,,Y
,"Shepherd Classic Chanter Orchestral (Poly)","Classic Orchestral Poly chanter without sole.

Prices are based upon exchange rate of 1GBP=1.62CAD.  As the exchange rate fluctuates the price may as well.",Bagpipes,Shepherd_Cl_Orchestr,Regular,250.00,Y,0,0,Y,0,,N,,,,,,Y
,"Thumb Stop","The thumb is a must for every beginning piper. It is used to train the thumb on your right hand to stay directly behind the middle finger. This will help you have the proper finger placement allowing you to play birls, taorluaths, and grace notes properly. As well as being good for a beginner, they are great for an existing player who wants to work on their technique.",Bagpipes,BP-M-Thumbstop,Regular,7.14,Y,3,3,Y,0,,N,,,,,,Y
,"Belt Buckle Celtic Hidden Message","Belt Buckle Celtic Hidden Message.
",Belts,buckle-celtic-msg,Regular,52.39,Y,2,2,Y,0,,N,,,,,,Y
,"Belt Buckle Celtic Knot","Belt Buckle Celtic Knot",Belts,U-BB-CK,Regular,52.39,Y,3,3,Y,0,,N,,,,,,Y
,"Belt Buckle Celtic Knots and Thistle","Belt Buckle Knots and Thistle",Belts,buckle-knot-thistle,Regular,52.39,Y,0,0,Y,0,,N,,,,,,Y
,"Belt Buckle Celtic pattern","Belt Buckle Celtic Pattern
Chrome Finish.",Belts,buckle-celtic,Regular,52.39,Y,2,2,Y,0,,N,,,,,,Y
,"Belt Buckle Celtic pattern with Thistle","Belt Buckle Celtic Pattern with Thistle
",Belts,buckle-celtic-thistl,Regular,52.39,Y,0,0,Y,1,,N,,,,,,Y
,"Belt Buckle Celtic Square pattern","Belt Buckle Celtic Square Pattern
Chrome Finish.",Belts,buckle-celtic_square,Regular,52.39,Y,1,1,Y,1,,N,,,,,,Y
,"Belt Buckle Celtic Swirl pattern","Belt Buckle Celtic Swirl Pattern
Chrome Finish.",Belts,buckle-celtic_swirl,Regular,52.39,Y,2,2,Y,0,,N,,,,,,Y
,"Belt Buckle Golden Thistle","Belt Buckle Golden Thistle
Nickle Plated.",Belts,buckle-GoldenThistle,Regular,52.39,Y,1,1,Y,0,,N,,,,,,Y
,"Belt Buckle Golden Thistle","Belt Buckle Golden Thistle
Nickle Plated.",Belts,buckle-thistle-gold,Regular,52.39,Y,0,0,Y,0,,N,,,,,,Y
,"Belt Buckle Highland Swirl","Belt Buckle Highland Swirl",Belts,U-BB-HS,Regular,52.39,Y,2,2,Y,1,,N,,,,,,Y
,"Belt Buckle Lion Rampert Black","Belt Buckle Lion Rampert
Black Enamel.",Belts,buckle-lion-black,Regular,52.39,Y,1,1,Y,0,,N,,,,,,Y
,"Belt Buckle Lion Rampert Blue","Belt Buckle Lion Rampert
Blue Enamel.",Belts,buckle-lion-blue,Regular,52.39,Y,0,0,Y,1,,N,,,,,,Y
,"Belt Buckle Oval Thistle","Belt Buckle Oval Thistle
Chrome Finish.",Belts,buckle-oval-thistle,Regular,52.39,Y,0,0,Y,0,,N,,,,,,Y
,"Belt Buckle Thistle Antique finish","This plain thistle buckle is available in both a polished or antique finish.
It is a popular dress buckle with shaped edges to add more interest to the design. ",Belts,buckle-thistle-antiq,Regular,52.39,Y,0,0,Y,0,,N,,,,,,Y
,"Belt Buckle Thistle Polished finish","This plain thistle buckle is available in both a polished or antique finish.
It is a popular dress buckle with shaped edges to add more interest to the design. ",Belts,buckle-thistle-polis,Regular,52.39,Y,0,0,Y,0,,N,,,,,,Y
,"Belt Buckle, Double Thistle, Chrome, Black Enamel Ring","Elegant belt buckle perfect to fulfill any kilt and formal outfit. Obligatory component of all Scottish wardrobes",Belts,u-bb-t-c,Regular,52.39,Y,0,0,Y,0,,N,,,,,,Y
,"Belt Buckle, Thistle, ","Kilt Buckle is Made of steel alloy with four thistles in the border, in the second border a zigzag oblong and in the centre a thistle with a shiny chrome finish.",Belts,u-bb-t2,Regular,52.39,Y,0,0,Y,0,,N,,,,,,Y
,"Belt Buckle, Thistle, border","Kilt Buckle is Made of steel alloy with four thistles in the border, in the second border a zigzag oblong and in the centre a thistle with a shiny chrome finish.",Belts,u-bb-t,Regular,52.39,Y,0,0,Y,0,,N,,,,,,Y
,"Kilt Belt 30""","Kilt Belt 30""",Belts,U-KB-30,Regular,57.14,Y,3,3,Y,0,,N,,,,,,Y
,"Kilt Belt 30"" 2.5W","Kilt Belt 30"" 2.5 inches wide",Belts,U-KB-30-w,Regular,57.14,Y,2,2,Y,0,,N,,,,,,Y
,"Kilt Belt 34""","Kilt Belt 34""",Belts,U-KB-34,Regular,57.14,Y,3,3,Y,0,,N,,,,,,Y
,"Kilt Belt 34"" 2.5W","Kilt Belt 34"" 2.5"" wide",Belts,U-KB-34w,Regular,57.14,Y,0,0,Y,0,,N,,,,,,Y
,"Kilt Belt 36""","Kilt Belt 36""",Belts,U-KB-36,Regular,57.14,Y,2,2,Y,0,,N,,,,,,Y
,"Kilt Belt 36"" 2.5W","Kilt Belt 36"" 2.5"" wide",Belts,U-KB-36w,Regular,57.14,Y,2,2,Y,0,,N,,,,,,Y
,"Kilt Belt 38""","Kilt Belt 38""",Belts,U-KB-38,Regular,57.14,Y,1,1,Y,1,,N,,,,,,Y
,"Kilt Belt 38"" 2.5W","Kilt Belt 38"" 2.5"" Wide",Belts,U-KB-38w,Regular,57.14,Y,0,0,Y,0,,N,,,,,,Y
,"Kilt Belt 40""","Kilt Belt 40""",Belts,U-KB-40,Regular,57.14,Y,3,3,Y,1,,N,,,,,,Y
,"Kilt Belt 40"" 2.5W","Kilt Belt 40"" 2.5"" Wide",Belts,U-KB-40W,Regular,57.14,Y,0,0,Y,1,,N,,,,,,Y
,"Kilt Belt 42""","Kilt Belt 42""",Belts,U-KB-42,Regular,57.14,Y,1,1,Y,1,,N,,,,,,Y
,"Kilt Belt 42"" 2.5W","Kilt Belt 42"" 2.5"" Wide",Belts,U-KB-42W,Regular,57.14,Y,0,0,Y,0,,N,,,,,,Y
,"Kilt Belt 46""","Kilt Belt 46""",Belts,U-KB-46,Regular,57.14,Y,1,1,Y,1,,N,,,,,,Y
,"Kilt Belt 46"" 2.5W","Kilt Belt 46"" 2.5"" Wide",Belts,U-KB-46W,Regular,57.14,Y,1,1,Y,0,,N,,,,,,Y
